position,player,conference,salary,asof,source_doc,tab name
DE,"White, Keion NEP DE",AFC,1.11,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Barnes, Zaire NYJ LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Robertson, Amik DET CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Savage, Darnell JAC S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Singletary, Devin NYG RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Slayton, Darius NYG WR",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Loudermilk, Isaiahh PIT DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Omenihu, Charles KCC DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Clark, Damone DAL LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Douglas, Rasul FA CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Abram, Johnathan FA S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hull, Evan PIT RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Chism, Efton NEP WR",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Ojomo, Moro PHI DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Fowler, Dante DAL DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Diabate, Mohamoud CLE LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Lattimore, Marshon WAS CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Pola-Mao, Isaiah LVR S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Estime, Audric DEN RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Patrick, Tim DET WR",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Reed, Jarran SEA DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Ossai, Joseph CIN DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Roberts, Elandon LVR LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Hart, Cam LAC CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"McCollough, Jaylen LAR S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Davis, Isaiah NYJ RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Downs, Josh IND WR",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jones, D.J. DEN DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Key, Arden TEN DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Reese, Otis TEN LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Witherspoon, Ahkello LAR CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Harris, Will WAS S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hunt, Kareem KCC RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Washington, Parker JAC WR",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Brown, Bobby CAR DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Floyd, Leonard ATL DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Trotter Jr., Jeremiah PHI LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Gardner, Sauce NYJ CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hampton, Dominique WAS S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Perine, Samaje CIN RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Lazard, Allen NYJ WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Saunders, Khalen NOS DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"McGuire, Isaiah CLE DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Wilson, Mack ARI LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Alford, Dee ATL CB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Whitehead, Jordan FA S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Rivers, Ronnie LAR RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Cooks, Brandin NOS WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Togiai, Tommy HOU DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Robinson, Tavius BAL DE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"McDuffie, Isaiah GBP LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Lassiter, Kamari HOU CB",NFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Ward, Jimmie HOU S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Sanders, Miles DAL RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Cooper, Amari FA WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Collins, Maliek CLE DT",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Tuimoloau, JT IND DE",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Perryman, Denzel LAC LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McKinstry, Kool-Aid NOS CB",AFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"McCollum, Tristin PHI S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"McCormick, Sincere LVR RB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Douglas, Demario NEP WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Laulu, Jonah LVR DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Braswell, Chris TBB DE",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Sanborn, Jack DAL LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Melton, Max ARI CB",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"McMorris, Patrick MIA S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Johnson, Ty BUF RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Nailor, Jalen MIN WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jones, DaQuan BUF DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Gardeck, Dennis JAC DE",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Walker, Anthony TBB LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Brents, Julius IND CB",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hellams, DeMarcco ATL S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Mitchell, Elijah KCC RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Reynolds, Josh NYJ WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Washington, Broderick BAL DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Lewis, Tyquan IND DE",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Bush, Devin CLE LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McKinstry, Kool-Aid NOS CB",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hickman, Ronnie CLE S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Marks, Woody HOU RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Westbrook-Ikhine, Nick MIA WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Roy, Jaquelin NEP DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Braswell, Chris TBB DE",NFC,1.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Williams, James TEN LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Stevenson, Tyrique CHI CB",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hooker, Malik DAL S",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Mostert, Raheem LVR RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"McCloud, Ray-Ray ATL WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Togiai, Tommy HOU DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Hall, Derick SEA DE",NFC,1.08,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Paul, Chris LAR LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Smith, Tykee TBB CB",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bullock, Calen HOU S",NFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Ali, Rasheen BAL RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Rice, Rashee KCC WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Edwards, Mario HOU DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Trice, Bralen ATL DE",NFC,1.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Bentley, Ja'Whaun FA LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Stevenson, Tyrique CHI CB",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Kinchens, Kamren LAR S",AFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Moss, Zack CIN RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Atwell, Tutu LAR WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Tuttle, Shy CAR DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Hall, Derick SEA DE",AFC,1.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Landman, Nate LAR LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Johnson, Will ARI CB",NFC,0.96,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hicks, Jaden KCC S",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Sanders, Miles DAL RB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Boutte, Kayshon NEP WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Collins, Maliek CLE DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Lawrence, Demarcus SEA DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Burks, Oren CIN LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Phillips, Andru NYG CB",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Taylor-Demerson, Dadrion ARI S",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Shipley, Will PHI RB",NFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Allen, Keenan FA WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jordan, Cameron NOS DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Nelson, Anthony TBB DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Pappoe, Owen ARI LB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Carson, Caelen DAL CB",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bullock, Calen HOU S",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Estime, Audric DEN RB",AFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Vele, Devaughn DEN WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Loudermilk, Isaiahh PIT DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Paschal, Josh DET DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Gibbens, Jack NEP LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Lassiter, Kamari HOU CB",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Johnson, Antonio JAC S",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Giddens, DJ IND RB",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Wicks, Dontayvion GBP WR",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Harrison, Zach ATL DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Golston, Chauncey NYG DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Reese, Otis TEN LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Revel, Shavon DAL CB",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Winston, Kevin TEN S",AFC,0.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Mitchell, Keaton BAL RB",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Williams, Kyle NEP WR",NFC,1.79,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Nunez-Roches, Rakeem NYG DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Dupree, Bud LAC DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Rodriguez, Malcolm DET LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Morrison, Benjamin TBB CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Mustapha, Malik SFO S",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Neal, Devin NOS RB",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Wilson, Roman PIT WR",AFC,1.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Taylor, Leonard NYJ DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Wise, Deatrich WAS DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Martin, Nick SFO LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Porter, Darien LVR CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Winston, Kevin TEN S",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Smith, Brashard KCC RB",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Polk, Ja'Lynn NEP WR",NFC,1.69,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jones, D.J. DEN DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Clemons, Micheal NYJ DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Liufau, Marist DAL LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Revel, Shavon DAL CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Woodson, Craig NEP S",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Mafah, Phil DAL RB",NFC,0.97,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Wilson, Roman PIT WR",NFC,1.65,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Wharton, Tershawn CAR DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Gross-Matos, Yetur SFO DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Speights, Omar LAR LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Ransaw, Caleb JAC CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Williams, Evan GBP S",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hunter, Jarquez LAR RB",NFC,0.96,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Mims, Marvin DEN WR",NFC,1.64,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Williams, Milton NEP DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Gardeck, Dennis JAC DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Mosley, C.J. FA LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Smith, Jaylin HOU CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bowman, Billy ATL S",NFC,0.93,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Etienne, Trevor CAR RB",NFC,0.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Reed, Jayden GBP WR",NFC,1.59,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Settle, Tim HOU DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Booker, Austin CHI DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Williams, James TEN LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Strong, Dorian BUF CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Sanker, Jonas NOS S",AFC,0.93,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Gordon, Ollie MIA RB",NFC,0.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Tolbert, Jalen DAL WR",NFC,1.59,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Fatukasi, Foley HOU DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Williams, Sam DAL DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Barnes, Zaire NYJ LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Thomas, Azareye'h NYJ CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Ransom, Lathan CAR S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Brooks, Tahj CIN RB",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Corley, Malachi NYJ WR",NFC,1.51,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Pharms, Jeremiah NEP DT",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Davenport, Marcus DET DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Diabate, Mohamoud CLE LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Williams, Nohl KCC CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Sanker, Jonas NOS S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Smith, Brashard KCC RB",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Hyatt, Jalin NYG WR",NFC,1.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Williams, Tyleik DET DT",NFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Elliss, Jonah DEN DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Miller, Ventrell JAC LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Stout, Upton SFO CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Moore, Malachi NYJ S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Monangai, Kyle CHI RB",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Hyatt, Jalin NYG WR",AFC,1.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Smith, Maason JAC DT",NFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Ogbah, Emmanuel JAC DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Britt, K.J. MIA LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Amos, Trey WAS CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Jackson, Dan DET S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Giddens, DJ IND RB",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Burton, Jermaine CIN WR",NFC,1.47,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Turner, Kobie LAR DT",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Hoecht, Michael BUF DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Campbell, De'Vondre FA LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Parrish, Jacob TBB CB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Reed, Jaylen HOU S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hunter, Jarquez LAR RB",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Downs, Josh IND WR",AFC,1.43,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Carter, DeWayne BUF DT",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Browning, Baron ARI DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Walker, Anthony TBB LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Morrison, Benjamin TBB CB",AFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Trader, Dante MIA S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Shipley, Will PHI RB",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Franklin, Troy DEN WR",NFC,1.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Ojomo, Moro PHI DT",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Tryon, Joe CLE DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Roberts, Elandon LVR LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Porter, Darien LVR CB",AFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Woodson, Craig NEP S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Martinez, Damien SEA RB",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Franklin, Troy DEN WR",AFC,1.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Smith, Maason JAC DT",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Isaac, Adisa BAL DE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Tranquill, Drue KCC LB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Williams, Nohl KCC CB",AFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Mickens, R.J. LAC S",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
